SCP, SCP_REFERENCE_N, N_OF_OCCUR
4067, 4067, 7
4068, 4068, 12
4069, 4069, 1
4070, 4070, 7
4071, 4071, 3
4072, 4072, 24
4073, 4073, 19
4074, 4074, 2
4075, 4075, 27
4076, 4076, 41
4077, 4077, 32
4077, 2000, 2
4077, 1422, 1
4078, 4078, 17
4079, 4079, 25
4079, 7160, 1
4080, 4080, 9
4081, 4081, 29
4082, 4082, 17
4083, 4083, 22
4084, 4084, 10
4085, 4085, 41
4086, 4086, 20
4087, 4087, 6
4087, 4054, 1
4088, 4088, 34
4088, 5, 1
4089, 4089, 6
4089, 4054, 1
4090, 4090, 8
4091, 4091, 4
4092, 4092, 39
4093, 4093, 17
4094, 4094, 59
4095, 4095, 40
4095, 1195, 1
4096, 4096, 19
4097, 4097, 42
4098, 4098, 7
4099, 4099, 16
4100, 4100, 23
4101, 4101, 33
4102, 4102, 20
4102, 4012, 1
4103, 4103, 27
4104, 4104, 14
4105, 4105, 14
4106, 4106, 2
4107, 4107, 17
4108, 4108, 25
4109, 4109, 9
4109, 5, 1
4110, 4110, 8
4111, 4111, 26
4112, 4112, 8
4113, 4113, 33
4114, 4114, 25
4115, 4115, 19
4116, 4116, 21
4117, 4117, 25
4118, 4118, 26
4119, 4119, 26
4120, 4120, 33
4121, 4121, 35
4121, 2317, 1
4121, 3426, 1
4121, 682, 1
4121, 3284, 1
4121, 2399, 1
4121, 96, 1
4122, 4122, 24
4123, 4123, 48
4123, 303, 4
4123, 1633, 1
4123, 423, 1
4124, 4124, 15
4125, 4125, 17
4126, 4126, 22
4127, 4127, 8
4127, 4054, 1
4128, 4128, 37
4129, 4129, 35
4130, 4130, 29
4131, 4131, 16
4132, 4132, 28
4133, 4133, 12
4134, 4134, 28
4135, 4135, 5
4136, 4136, 9
4137, 4137, 6
4138, 4138, 5
4139, 4139, 36
4140, 4140, 8
4141, 4141, 15
4142, 4142, 22
4143, 4143, 9
4144, 4144, 11
4145, 4145, 19
4146, 4146, 11
4147, 4147, 14
4148, 4148, 18
4149, 4149, 28
4150, 4150, 12
4151, 4151, 13
4152, 4152, 20
4153, 4153, 9
4153, 4054, 1
4154, 4154, 21
4155, 4155, 11
4156, 4156, 7
4156, 2000, 1
4157, 4157, 4
4158, 4158, 27
4159, 4159, 33
4160, 4160, 24
4161, 4161, 23
4162, 4162, 33
4163, 4163, 20
4164, 4164, 28
4165, 4165, 20
4166, 4166, 2
4167, 4167, 20
4168, 4168, 20
4169, 4169, 27
4170, 4170, 20
4171, 4171, 7
4172, 4172, 25
4173, 4173, 13
4174, 4174, 2
4175, 4175, 31
4176, 4176, 15
4176, 5057, 1
4177, 4177, 15
4178, 4178, 38
4179, 4179, 52
4179, 3000, 1
4179, 1000, 2
4179, 2000, 2
4179, 2932, 2
4179, 1730, 1
4179, 557, 1
4179, 57, 1
4180, 4180, 10
4181, 4181, 23
4182, 4182, 4
4182, 4054, 1
4183, 4183, 23
4183, 9214, 2
4184, 4184, 12
4185, 4185, 8
4186, 4186, 12
4187, 4187, 6
4188, 4188, 30
4189, 4189, 23
4190, 4190, 7
4191, 4191, 46
4192, 4192, 16
4193, 4193, 21
4194, 4194, 11
4195, 4195, 11
4196, 4196, 26
4197, 4197, 40
4198, 4198, 4
4199, 4199, 32
4199, 53, 1
4199, 990, 1
4199, 3930, 1
4199, 662, 1
4199, 590, 1
4199, 6, 1
4200, 4200, 22
4200, 2742, 2
4201, 4201, 14
4202, 4202, 12
4203, 4203, 2
4204, 4204, 20
4205, 4205, 2
4206, 4206, 9
4207, 4207, 3
4208, 4208, 18
4209, 4209, 30
4210, 4210, 20
4211, 4211, 10
4212, 4212, 31
4213, 4213, 23
4214, 4214, 12
4215, 4215, 31
4216, 4216, 13
4217, 4217, 48
4217, 2399, 1
4218, 4218, 3
4219, 4219, 14
4220, 4220, 12
4221, 4221, 11
4222, 4222, 20
4223, 4223, 14
4224, 4224, 38
4225, 4225, 15
4226, 4226, 14
4227, 4227, 36
4228, 4228, 21
4229, 4229, 13
4230, 4230, 9
4231, 4231, 2
4232, 4232, 13
4233, 4233, 22
4234, 4234, 10
4234, 8854, 1
4235, 4235, 7
4236, 4236, 30
4237, 4237, 9
4238, 4238, 6
4239, 4239, 1
4240, 4240, 8
4241, 4241, 31
4242, 4242, 16
4243, 4243, 12
4244, 4244, 13
4245, 4245, 13
4246, 4246, 44
4247, 4247, 9
4248, 4248, 28
4249, 4249, 9
4250, 4250, 20
4251, 4251, 10
4252, 4252, 20
4253, 4253, 18
4254, 4254, 19
4255, 4255, 41
4256, 4256, 18
4257, 4257, 10
4258, 4258, 19
4259, 4259, 8
4260, 4260, 13
4261, 4261, 23
4262, 4262, 14
4263, 4263, 18
4264, 4264, 10
4265, 4265, 27
4266, 4266, 12
4267, 4267, 15
4268, 4268, 18
4269, 4269, 2
4270, 4270, 24
4270, 5, 1
4271, 4271, 25
4272, 4272, 34
4273, 4273, 10
4274, 4274, 8
4275, 4275, 16
4276, 4276, 49
4277, 4277, 33
4278, 4278, 40
4279, 4279, 13
4280, 4280, 34
4281, 4281, 10
4282, 4282, 34
4283, 4283, 24
4284, 4284, 29
4285, 4285, 18
4286, 4286, 17
4286, 5, 1
4287, 4287, 21
4288, 4288, 33
4289, 4289, 42
4290, 4290, 9
4290, 1726, 1
4291, 4291, 17
4292, 4292, 11
4293, 4293, 2
4293, 2394, 21
4293, 3492, 15
4293, 3924, 19
4293, 2602, 4
4293, 2493, 1
4293, 2943, 5
4294, 4294, 12
4295, 4295, 2
4296, 4296, 21
4297, 4297, 67
4298, 4298, 31
4299, 4299, 44
4300, 4300, 8
4301, 4301, 23
4302, 4302, 12
4303, 4303, 18
4304, 4304, 37
4305, 4305, 11
4306, 4306, 21
4307, 4307, 19
4308, 4308, 19
4309, 4309, 32
4310, 4310, 10
4310, 4054, 1
4311, 4311, 15
4312, 4312, 13
4313, 4313, 10
4314, 4314, 12
4314, 4500, 1
4315, 4315, 8
4316, 4316, 12
4317, 4317, 11
4318, 4318, 26
4319, 4319, 7
4320, 4320, 11
4321, 4321, 37
4322, 4322, 8
4323, 4323, 15
4324, 4324, 26
4325, 4325, 19
4326, 4326, 10
4327, 4327, 26
4328, 4328, 26
4329, 4329, 7
4330, 4330, 15
4331, 4331, 14
4332, 4332, 15
4333, 4333, 47
4334, 4334, 21
4335, 4335, 53
4336, 4336, 15
4337, 4337, 8
4338, 4338, 17
4339, 4339, 17
4340, 4340, 10
4341, 4341, 5
4342, 4342, 34
4342, 682, 2
4342, 914, 1
4343, 4343, 20
4344, 4344, 23
4345, 4345, 12
4345, 3749, 2
4346, 4346, 13
4347, 4347, 24
4348, 4348, 29
4348, 4525, 1
4349, 4349, 9
4350, 4350, 16
4351, 4351, 29
4352, 4352, 16
4353, 4353, 3
4354, 4354, 15
4355, 4355, 13
4356, 4356, 5
4357, 4357, 15
4358, 4358, 10
4359, 4359, 7
4360, 4360, 19
4361, 4361, 20
4362, 4362, 8
4362, 4054, 1
4363, 4363, 20
4364, 4364, 15
4365, 4365, 10
4366, 4366, 18
4367, 4367, 23
4368, 4368, 25
4369, 4369, 10
4370, 4370, 21
4371, 4371, 8
4372, 4372, 31
4373, 4373, 17
4374, 4374, 20
4375, 4375, 25
4376, 4376, 6
4377, 4377, 13
4378, 4378, 30
4379, 4379, 36
4380, 4380, 8
4381, 4381, 20
4382, 4382, 12
4383, 4383, 16
4384, 4384, 31
4385, 4385, 13
4386, 4386, 10
4386, 1, 9
4387, 4387, 9
4388, 4388, 25
4389, 4389, 14
4390, 4390, 25
4391, 4391, 1
4392, 4392, 16
4393, 4393, 22
4394, 4394, 9
4395, 4395, 15
4396, 4396, 18
4397, 4397, 45
4397, 3095, 1
4398, 4398, 28
4399, 4399, 22
4400, 4400, 57
4401, 4401, 8
4402, 4402, 13
4403, 4403, 34
4404, 4404, 13
4405, 4405, 5
4406, 4406, 17
4407, 4407, 16
4408, 4408, 44
4409, 4409, 15
4410, 4410, 90
4410, 7101, 2
4410, 5000, 1
4410, 87, 2
4411, 4411, 17
4412, 4412, 9
4413, 4413, 12
4414, 4414, 13
4415, 4415, 14
4415, 4051, 3
4416, 4416, 13
4417, 4417, 16
4417, 11711, 10
4418, 4418, 14
4419, 4419, 20
4420, 4420, 19
4421, 4421, 17
4422, 4422, 42
4423, 4423, 16
4424, 4424, 5
4425, 4425, 12
4426, 4426, 17
4426, 1000, 2
4427, 4427, 39
4429, 4429, 7
4430, 4430, 14
4431, 4431, 6
4432, 4432, 6
4433, 4433, 30
4434, 4434, 8
4435, 4435, 18
4436, 4436, 12
4437, 4437, 20
4438, 4438, 10
4439, 4439, 21
4440, 4440, 8
4441, 4441, 12
4441, 6762, 24
4441, 6726, 1
4442, 4442, 11
4443, 4443, 19
4444, 4444, 73
4445, 4445, 22
4446, 4446, 18
4447, 4447, 6
4448, 4448, 31
4449, 4449, 28
4450, 4450, 2
4451, 4451, 15
4452, 4452, 83
4453, 4453, 101
4454, 4454, 13
4455, 4455, 27
4456, 4456, 16
4457, 4457, 8
4458, 4458, 32
4459, 4459, 40
4460, 4460, 17
4461, 4461, 15
4462, 4462, 9
4463, 4463, 10
4464, 4464, 4
4465, 4465, 6
4466, 4466, 37
4467, 4467, 23
4468, 4468, 17
4469, 4469, 12
4470, 4470, 16
4470, 6115, 2
4471, 4471, 8
4472, 4472, 19
4473, 4473, 14
4474, 4474, 6
4475, 4475, 24
4476, 4476, 19
4477, 4477, 21
4478, 4478, 15
4479, 4479, 30
4480, 4480, 31
4481, 4481, 11
4482, 4482, 23
4482, 58, 1
4483, 4483, 11
4484, 4484, 11
4485, 4485, 5
4486, 4486, 15
4487, 4487, 22
4488, 4488, 15
4489, 4489, 17
4490, 4490, 11
4491, 4491, 12
4491, 343, 1
4491, 49, 1
4491, 35, 1
4492, 4492, 10
4493, 4493, 9
4494, 4494, 2
4495, 4495, 11
4496, 4496, 10
4497, 4497, 16
4498, 4498, 17
4498, 96, 4
4498, 963, 3
4499, 4499, 17
4500, 4500, 2
4501, 4501, 10
4502, 4502, 7
4503, 4503, 30
4504, 4504, 253
4504, 82, 6
4505, 4505, 8
4506, 4506, 30
4507, 4507, 23
4508, 4508, 11
4509, 4509, 4
4510, 4510, 16
4511, 4511, 32
4512, 4512, 34
4513, 4513, 5
4514, 4514, 17
4514, 3154, 1
4515, 4515, 12
4516, 4516, 11
4517, 4517, 10
4518, 4518, 7
4519, 4519, 9
4520, 4520, 45
4521, 4521, 16
4522, 4522, 9
4523, 4523, 16
4524, 4524, 18
4525, 4525, 20
4525, 2983, 1
4525, 1293, 3
4526, 4526, 37
4527, 4527, 14
4528, 4528, 12
4529, 4529, 13
4530, 4530, 23
4531, 4531, 10
4532, 4532, 32
4533, 4533, 26
4534, 4534, 15
4535, 4535, 10
4536, 4536, 12
4537, 4537, 19
4538, 4538, 13
4539, 4539, 2
4540, 4540, 31
4541, 4541, 3
4542, 4542, 12
4543, 4543, 5
4544, 4544, 32
4544, 940, 5
4544, 126, 9
4545, 4545, 13
4546, 4546, 10
4547, 4547, 39
4547, 3841, 1
4548, 4548, 23
4549, 4549, 18
4550, 4550, 16
4551, 4551, 36
4551, 4511, 2
4551, 4451, 2
4552, 4552, 14
4553, 4553, 19
4554, 4554, 12
4554, 2022, 1
4555, 4555, 7
4556, 4556, 20
4557, 4557, 31
4558, 4558, 16
4559, 4559, 9
4560, 4560, 17
4561, 4561, 15
4562, 4562, 13
4563, 4563, 15
4564, 4564, 9
4565, 4565, 4
4566, 4566, 16
4567, 4567, 17
4568, 4568, 23
4569, 4569, 17
4570, 4570, 16
4570, 5, 1
4571, 4571, 49
4572, 4572, 22
4573, 4573, 3
4574, 4574, 8
4575, 4575, 9
4576, 4576, 58
4577, 4577, 7
4578, 4578, 18
4579, 4579, 45
4580, 4580, 29
4581, 4581, 13
4582, 4582, 19
4583, 4583, 15
4584, 4584, 20
4585, 4585, 30
4586, 4586, 121
4586, 1317, 7
4586, 750, 10
4586, 133, 5
4586, 1106, 9
4587, 4587, 6
4588, 4588, 24
4589, 4589, 19
4590, 4590, 14
4591, 4591, 13
4592, 4592, 16
4593, 4593, 52
4594, 4594, 13
4595, 4595, 11
4596, 4596, 8
4597, 4597, 9
4598, 4598, 9
4598, 4655, 3
4599, 4599, 23
4600, 4600, 108
4601, 4601, 45
4602, 4602, 49
4602, 1, 1
4602, 500, 1
4603, 4603, 17
4604, 4604, 8
4605, 4605, 17
4606, 4606, 51
4606, 4450, 13
4606, 2669, 5
4606, 682, 12
4607, 4607, 11
4608, 4608, 14
4609, 4609, 27
4610, 4610, 16
4611, 4611, 9
4612, 4612, 4
4613, 4613, 24
4614, 4614, 17
4615, 4615, 11
4616, 4616, 32
4617, 4617, 18
4618, 4618, 40
4619, 4619, 25
4620, 4620, 8
4621, 4621, 23
4622, 4622, 10
4623, 4623, 46
4624, 4624, 28
4625, 4625, 26
4626, 4626, 23
4627, 4627, 13
4628, 4628, 4
4629, 4629, 15
4630, 4630, 10
4631, 4631, 17
4632, 4632, 15
4633, 4633, 10
4634, 4634, 16
4635, 4635, 18
4636, 4636, 12
4637, 4637, 22
4638, 4638, 6
4639, 4639, 29
4640, 4640, 4
4641, 4641, 16
4642, 4642, 36
4643, 4643, 5
4644, 4644, 30
4645, 4645, 41
4646, 4646, 14
4647, 4647, 5
4648, 4648, 14
4649, 4649, 22
4650, 4650, 30
4651, 4651, 22
4652, 4652, 15
4653, 4653, 12
4654, 4654, 28
4655, 4655, 9
4656, 4656, 28
4657, 4657, 14
4657, 4567, 1
4658, 4658, 17
4659, 4659, 27
4660, 4660, 3
4661, 4661, 8
4662, 4662, 20
4663, 4663, 25
4664, 4664, 52
4664, 5, 1
4665, 4665, 10
4666, 4666, 20
4667, 4667, 35
4668, 4668, 15
4669, 4669, 30
4670, 4670, 16
4671, 4671, 37
4672, 4672, 32
4673, 4673, 3
4674, 4674, 18
4675, 4675, 7
4676, 4676, 15
4677, 4677, 15
4678, 4678, 19
4678, 73, 28
4679, 4679, 8
4680, 4680, 9
4681, 4681, 4
4682, 4682, 11
4683, 4683, 5
4683, 1, 1
4684, 4684, 34
4685, 4685, 35
4686, 4686, 10
4687, 4687, 44
4688, 4688, 14
4688, 66, 1
4689, 4689, 8
4690, 4690, 8
4691, 4691, 13
4692, 4692, 18
4693, 4693, 12
4694, 4694, 9
4694, 2982, 1
4695, 4695, 21
4696, 4696, 47
4697, 4697, 17
4698, 4698, 3
4699, 4699, 10
4700, 4700, 3
4700, 3706, 16
4700, 3703, 2
4700, 3456, 20
4700, 3700, 1
4700, 1, 1
4701, 4701, 13
4702, 4702, 2
4703, 4703, 17
4704, 4704, 23
4705, 4705, 16
4706, 4706, 2
4707, 4707, 2
4708, 4708, 26
4709, 4709, 8
4710, 4710, 11
4711, 4711, 18
4712, 4712, 28
4713, 4713, 27
4714, 4714, 10
4715, 4715, 44
4715, 1000, 1
4716, 4716, 24
4717, 4717, 6
4718, 4718, 16
4719, 4719, 80
4719, 737, 1
4720, 4720, 14
4721, 4721, 18
4722, 4722, 14
4723, 4723, 15
4724, 4724, 8
4725, 4725, 22
4726, 4726, 12
4727, 4727, 6
4728, 4728, 20
4729, 4729, 15
4730, 4730, 10
4731, 4731, 10
4732, 4732, 12
4733, 4733, 7
4734, 4734, 29
4735, 4735, 12
4736, 4736, 17
4737, 4737, 16
4738, 4738, 19
4739, 4739, 23
4740, 4740, 29
4741, 4741, 30
4742, 4742, 11
4743, 4743, 21
4744, 4744, 8
4745, 4745, 16
4746, 4746, 16
4747, 4747, 12
4748, 4748, 21
4749, 4749, 8
4750, 4750, 15
4751, 4751, 20
4752, 4752, 5
4753, 4753, 25
4754, 4754, 8
4755, 4755, 13
4756, 4756, 15
4757, 4757, 51
4758, 4758, 11
4759, 4759, 9
4760, 4760, 39
4761, 4761, 17
4762, 4762, 18
4763, 4763, 6
4764, 4764, 9
4765, 4765, 30
4766, 4766, 16
4767, 4767, 17
4768, 4768, 25
4769, 4769, 44
4770, 4770, 11
4771, 4771, 10
4771, 8, 4
4771, 3199, 7
4772, 4772, 13
4774, 4774, 16
4775, 4775, 12
4776, 4776, 13
4777, 4777, 14
4778, 4778, 18
4779, 4779, 10
4779, 2000, 1
4780, 4780, 2
4781, 4781, 9
4782, 4782, 29
4783, 4783, 12
4784, 4784, 7
4785, 4785, 8
4786, 4786, 29
4787, 4787, 3
4788, 4788, 9
4789, 4789, 8
4790, 4790, 2
4791, 4791, 8
4792, 4792, 6
4793, 4793, 146
4794, 4794, 2
4795, 4531, 1
4795, 4795, 6
4796, 4796, 9
4797, 4797, 11
4798, 4798, 32
4799, 4799, 17
4800, 4800, 27
4800, 2000, 1
4801, 4801, 34
4802, 4802, 6
4803, 4803, 9
4804, 4804, 42
4805, 4805, 10
4806, 4806, 30
4807, 4807, 2
4808, 4808, 5
4809, 4809, 21
4810, 4810, 2
4811, 4811, 49
4812, 4812, 8
4812, 2254, 1
4813, 4813, 10
4814, 4814, 8
4815, 4815, 17
4816, 4816, 20
4817, 4817, 13
4818, 4818, 32
4818, 73, 1
4818, 3717, 2
4819, 4819, 25
4820, 4820, 32
4821, 4821, 26
4822, 4822, 9
4823, 4823, 12
4824, 4824, 16
4825, 4825, 11
4826, 4826, 16
4827, 4827, 4
4828, 4828, 53
4829, 4829, 13
4830, 4830, 7
4831, 4831, 13
4832, 4832, 27
4833, 4833, 26
4834, 4834, 16
4835, 4835, 36
4836, 4836, 11
4837, 4837, 20
4838, 4838, 10
4839, 4839, 42
4840, 4840, 37
4840, 2254, 1
4841, 4841, 10
4842, 4842, 3
4843, 4843, 11
4844, 4844, 19
4845, 4845, 29
4846, 4846, 25
4847, 4847, 26
4848, 4848, 31
4849, 4849, 23
4850, 4850, 40
4851, 4851, 12
4852, 4852, 5
4853, 4853, 12
4854, 4854, 8
4855, 4855, 45
4855, 2284, 6
4856, 4856, 25
4857, 4857, 31
4857, 4694, 1
4858, 4858, 8
4859, 4859, 16
4860, 4860, 19
4861, 4861, 23
4861, 1018, 3
4861, 737, 4
4862, 4862, 16
4863, 4863, 5
4864, 4864, 23
4865, 4865, 35
4866, 4866, 39
4867, 4867, 19
4867, 173, 1
4868, 4868, 12
4869, 4869, 25
4870, 4870, 9
4871, 4871, 28
4871, 4737, 1
4871, 3714, 1
4872, 4872, 24
4873, 4873, 14
4874, 4874, 9
4875, 4875, 19
4876, 4876, 7
4877, 4877, 14
4878, 4878, 11
4879, 4879, 14
4880, 4880, 12
4881, 4881, 12
4882, 4882, 21
4882, 1, 2
4882, 217, 1
4883, 4883, 6
4884, 4884, 3
4885, 4885, 26
4886, 4886, 38
4887, 4887, 13
4888, 4888, 24
4888, 1347, 7
4889, 4889, 30
4890, 4890, 8
4890, 1696, 1
4891, 4891, 17
4892, 4892, 7
4893, 4893, 3
4894, 4894, 14
4895, 4895, 15
4896, 4896, 14
4897, 4897, 7
4898, 4898, 17
4899, 4899, 21
4900, 4900, 21
4901, 4901, 44
4902, 4902, 14
4903, 4903, 18
4904, 4904, 7
4905, 4905, 5
4906, 4906, 3
4907, 4907, 15
4908, 4908, 11
4908, 427, 1
4909, 4909, 29
4909, 1485, 6
4910, 4910, 4
4911, 4911, 16
4912, 4912, 26
4913, 4913, 24
4914, 4914, 11
4915, 4915, 28
4916, 4916, 12
4917, 4917, 8
4918, 4918, 7
4919, 4919, 17
4920, 4920, 12
4921, 4921, 28
4922, 4922, 13
4922, 2578, 1
4923, 4923, 11
4924, 4924, 28
4925, 4925, 13
4926, 4926, 6
4927, 4927, 10
4928, 4928, 6
4929, 4929, 13
4930, 4930, 2
4931, 4931, 48
4931, 5843, 1
4931, 173, 1
4931, 2689, 1
4931, 6780, 1
4932, 4932, 10
4933, 4933, 8
4934, 4934, 20
4935, 4935, 20
4936, 4936, 26
4937, 4937, 18
4938, 4938, 5
4939, 4939, 4
4940, 4940, 58
4941, 4941, 14
4942, 4942, 3
4943, 4943, 8
4944, 4944, 31
4945, 4945, 26
4946, 4946, 7
4947, 4947, 14
4948, 4948, 13
4949, 4949, 13
4950, 4950, 15
4951, 4951, 23
4952, 4952, 15
4953, 4953, 43
4954, 4954, 25
4955, 4955, 6
4956, 4956, 18
4957, 4957, 14
4958, 4958, 12
4959, 4959, 16
4960, 4960, 2
4961, 4961, 19
4962, 4962, 22
4962, 674, 1
4963, 4963, 19
4964, 4964, 12
4965, 4965, 26
4966, 4966, 52
4966, 5, 1
4967, 4967, 11
4968, 4968, 3
4969, 4969, 2
4970, 4970, 10
4971, 4971, 44
4971, 1013, 1
4971, 966, 1
4972, 4972, 12
4973, 4973, 18
4973, 4937, 1
4974, 4974, 14
4975, 4975, 18
4976, 4976, 3
4977, 4977, 13
4978, 4978, 18
4979, 4979, 29
4980, 4980, 9
4981, 4981, 16
4982, 4982, 7
4983, 4983, 38
4984, 4984, 33
4985, 4985, 36
4986, 4986, 14
4987, 4987, 8
4988, 4988, 12
4989, 4989, 22
4990, 4990, 11
4991, 4991, 8
4992, 4992, 11
4993, 4993, 6
4994, 4994, 14
4994, 2001, 1
4995, 4995, 15
4996, 4996, 20
4997, 4997, 23
4998, 4998, 18
4999, 4999, 21
5000, 5000, 9
5000, 579, 5
5000, 4290, 1
5000, 914, 1
5000, 8, 1
5000, 3199, 1
5000, 2639, 1
5000, 2466, 2
5000, 2241, 2
5000, 2000, 1
5000, 1678, 2
5000, 1440, 2
5000, 1370, 1
5000, 610, 3
5001, 5001, 47
5002, 5002, 79
5002, 1207, 1
5002, 1571, 1
5003, 5003, 17
5004, 5004, 3
5004, 2317, 1
5005, 5005, 42
5005, 5000, 1
5006, 5006, 23
5007, 5007, 64
5007, 4159, 8
5008, 5008, 23
5009, 5009, 45
5010, 5010, 30
5011, 5011, 4
5012, 5012, 18
5013, 5013, 26
5014, 5014, 30
5015, 5015, 19
5016, 5016, 13
5016, 343, 14
5016, 579, 7
5016, 4, 1
5016, 55, 4
5017, 5017, 21
5018, 5018, 25
5019, 5019, 16
5020, 5020, 22
5020, 5, 1
5021, 5021, 11
5022, 5022, 12
5023, 5023, 6
5024, 5024, 29
5025, 5025, 4
5025, 5031, 4
5025, 50, 5
5026, 5026, 23
5027, 5027, 106
5028, 5028, 34
5029, 5029, 35
5030, 5030, 11
5031, 5031, 57
5032, 5032, 6
5033, 5033, 15
5034, 5034, 20
5035, 5035, 34
5036, 5036, 12
5037, 5037, 28
5038, 5038, 15
5039, 5039, 18
5040, 5040, 7
5041, 5041, 22
5042, 5042, 3
5043, 5043, 18
5044, 5044, 19
5045, 5045, 14
5046, 5046, 43
5047, 5047, 25
5048, 5048, 31
5049, 5049, 14
5050, 5050, 40
5051, 5051, 27
5051, 6465, 2
5052, 5052, 19
5053, 5053, 47
5054, 5054, 42
5055, 5055, 9
5056, 5056, 6
5057, 5057, 22
5058, 5058, 18
5059, 5059, 12
5060, 5060, 20
5061, 5061, 26
5062, 5062, 15
5063, 5063, 11
5064, 5064, 23
5065, 5065, 59
5066, 5066, 24
5067, 5067, 37
5068, 5068, 17
5069, 5069, 2
5070, 5070, 26
5071, 5071, 8
5071, 4764, 1
5072, 5072, 26
5073, 5073, 25
5074, 5074, 14
5075, 5075, 18
5076, 5076, 10
5077, 5077, 18
5078, 5078, 17
5079, 5079, 22
5080, 5080, 5
5081, 5081, 9
5082, 5082, 14
5083, 5083, 6
5084, 5084, 28
5085, 5085, 13
5086, 5086, 16
5087, 5087, 13
5088, 5088, 18
5089, 5089, 24
5090, 5090, 9
5091, 5091, 58
5092, 5092, 6
5093, 5093, 29
5094, 5094, 27
5095, 5095, 13
5096, 5096, 21
5097, 5097, 8
5098, 5098, 20
5099, 5099, 17
5100, 5100, 17
5101, 5101, 11
5102, 5102, 18
5103, 5103, 30
5103, 3930, 1
5103, 1, 1
5104, 5104, 3
5105, 5105, 17
5106, 5106, 27
5107, 5107, 12
5108, 5108, 10
5109, 5109, 59
5109, 5056, 1
5110, 5110, 13
5111, 5111, 19
5112, 5112, 12
5113, 5113, 8
5114, 5114, 39
5115, 5115, 9
5116, 5116, 14
5117, 5117, 10
5118, 5118, 31
5119, 5119, 34
5120, 5120, 17
5121, 5121, 3
5122, 5122, 40
5123, 5123, 7
5124, 5124, 37
5124, 173, 1
5125, 5125, 12
5126, 5126, 10
5127, 5127, 21
5128, 5128, 58
5129, 5129, 3
5130, 5130, 17
5131, 5131, 11
5132, 5132, 4
5133, 5133, 16
5134, 5134, 8
5135, 5135, 13
5136, 5136, 22
5137, 5137, 23
5138, 5138, 13
5139, 5139, 14
5140, 5140, 17
5141, 5141, 24
5141, 4054, 1
5142, 5142, 17
5143, 5143, 11
5144, 5144, 58
5144, 1077, 4
5145, 5145, 28
5146, 5146, 5
5147, 5147, 21
5148, 5148, 9
5149, 5149, 9
5150, 5150, 17
5151, 5151, 89
5151, 500, 1
5152, 5152, 40
5153, 5153, 3
5154, 5154, 27
5155, 5155, 9
5156, 5156, 12
5157, 5157, 28
5158, 5158, 12
5159, 5159, 11
5160, 5160, 40
5161, 5161, 13
5162, 5162, 10
5163, 5163, 14
5164, 5164, 5
5165, 5165, 48
5166, 5166, 13
5167, 5167, 17
5168, 5168, 23
5169, 5169, 2
5170, 5170, 2
5171, 5171, 12
5172, 5172, 19
5173, 5173, 14
5174, 5174, 21
5175, 5175, 25
5176, 5176, 17
5177, 5177, 17
5178, 5178, 29
5179, 5179, 17
5180, 5180, 13
5181, 5181, 12
5182, 5182, 8
5183, 5183, 12
5184, 5184, 20
5185, 5185, 12
5186, 5186, 19
5187, 5187, 26
5188, 5188, 10
5188, 2803, 2
5189, 5189, 34
5190, 5190, 11
5191, 5191, 5
5192, 5192, 8
5193, 5193, 23
5194, 5194, 22
5195, 5195, 8
5195, 4054, 1
5196, 5196, 17
5197, 5197, 12
5198, 5198, 2
5199, 5199, 4
5200, 5200, 18
5201, 5201, 36
5201, 8871, 2
5201, 6993, 1
5202, 5202, 10
5203, 5203, 20
5204, 5204, 13
5205, 5205, 9
5206, 5206, 7
5207, 5207, 20
5208, 5208, 2
5209, 5209, 5
5210, 5210, 20
5211, 5211, 15
5212, 5212, 37
5213, 5213, 19
5214, 5214, 9
5215, 5215, 5
5216, 5216, 19
5217, 5217, 17
5217, 2256, 2
5217, 1000, 1
5218, 5218, 14
5219, 5219, 10
5220, 5220, 26
5221, 5221, 26
5222, 5222, 5
5223, 5223, 23
5224, 5224, 10
5225, 5225, 21
5225, 5, 1
5226, 5226, 14
5227, 5227, 9
5228, 5228, 25
5229, 5229, 11
5230, 5230, 18
5231, 5231, 11
5232, 5232, 26
5233, 5233, 38
5234, 5234, 19
5235, 5235, 5
5236, 5236, 41
5237, 5237, 9
5238, 5238, 4
5239, 5239, 23
5240, 5240, 17
5241, 5241, 20
5243, 5243, 29
5244, 5244, 27
5245, 173, 1
5245, 6780, 1
5245, 5843, 1
5245, 2689, 1
5245, 5245, 15
5246, 5246, 38
5247, 5247, 25
5248, 5248, 15
5249, 5249, 6
5250, 5250, 14
5251, 5251, 2
5252, 5252, 21
5253, 5253, 10
5254, 5254, 15
5255, 5255, 28
5256, 5256, 17
5257, 5257, 1
5259, 5259, 9
5260, 5260, 21
5261, 5261, 7
5261, 5, 1
5262, 5262, 14
5263, 5263, 8
5264, 5264, 12
5265, 5265, 13
5266, 5266, 12
5267, 5267, 10
5268, 5268, 11
5269, 5269, 12
5270, 5270, 18
5271, 5271, 33
5272, 5272, 8
5273, 5273, 23
5274, 5274, 13
5275, 5275, 24
5276, 5276, 7
5277, 5277, 27
5278, 5278, 11
5279, 5279, 9
5280, 5280, 26
5280, 140, 10
5280, 392, 3
5281, 5281, 37
5282, 5282, 2
5282, 343, 1
5283, 5283, 8
5284, 5284, 12
5284, 4054, 1
